74,107,2010-01-07 11:34:39.360000,2010-01-07 13:28:39.360000,5,9511119338,2
75,104,2010-01-07 13:40:48,2010-01-07 15:34:48,6,5206271046,3
76,83,2010-01-07 15:46:56.640000,2010-01-07 17:22:56.640000,7,4801234636,11
77,89,2010-01-07 17:53:05.280000,2010-01-07 19:25:05.280000,8,9403031453,7
78,109,2010-01-07 19:59:13.920000,2010-01-07 22:03:13.920000,9,4702097588,3
79,84,2010-01-07 22:05:22.560000,2010-01-07 23:47:22.560000,10,6812127791,8
80,87,2010-01-08 00:11:31.200000,2010-01-08 01:45:31.200000,1,9806088487,4
81,103,2010-01-08 02:17:39.840000,2010-01-08 04:04:39.840000,2,5209131129,4
82,107,2010-01-08 04:23:48.480000,2010-01-08 06:25:48.480000,3,0012278051,4
83,92,2010-01-08 06:29:57.120000,2010-01-08 08:11:57.120000,4,9511119338,6
84,106,2010-01-08 08:36:05.760000,2010-01-08 10:35:05.760000,5,5206271046,10
85,103,2010-01-08 10:42:14.400000,2010-01-08 12:35:14.400000,6,4801234636,11
86,105,2010-01-08 12:48:23.040000,2010-01-08 14:51:23.040000,7,9403031453,6
87,101,2010-01-08 14:54:31.680000,2010-01-08 16:42:31.680000,8,4702097588,1
88,100,2010-01-08 17:00:40.320000,2010-01-08 18:54:40.320000,9,6812127791,7
89,88,2010-01-08 19:06:48.960000,2010-01-08 20:51:48.960000,10,9806088487,10
90,86,2010-01-08 21:12:57.600000,2010-01-08 22:52:57.600000,1,5209131129,12
91,109,2010-01-08 23:19:06.240000,2010-01-09 01:11:06.240000,2,0012278051,6
92,96,2010-01-09 01:25:14.880000,2010-01-09 03:07:14.880000,3,9511119338,6
93,110,2010-01-09 03:31:23.520000,2010-01-09 05:22:23.520000,4,5206271046,8
94,80,2010-01-09 05:37:32.160000,2010-01-09 07:05:32.160000,5,4801234636,7
95,91,2010-01-09 07:43:40.800000,2010-01-09 09:26:40.800000,6,9403031453,8
96,93,2010-01-09 09:49:49.440000,2010-01-09 11:27:49.440000,7,4702097588,4
97,110,2010-01-09 11:55:58.080000,2010-01-09 13:46:58.080000,8,6812127791,10
98,95,2010-01-09 14:02:06.720000,2010-01-09 15:37:06.720000,9,9806088487,7
99,86,2010-01-09 16:08:15.360000,2010-01-09 17:50:15.360000,10,5209131129,7
100,105,2010-01-09 18:14:24,2010-01-09 20:08:24,1,0012278051,6
101,83,2010-01-09 20:20:32.640000,2010-01-09 22:01:32.640000,2,9511119338,1
102,110,2010-01-09 22:26:41.280000,2010-01-10 00:30:41.280000,3,5206271046,10
103,93,2010-01-10 00:32:49.920000,2010-01-10 02:05:49.920000,4,4801234636,6
104,103,2010-01-10 02:38:58.560000,2010-01-10 04:33:58.560000,5,9403031453,7
105,92,2010-01-10 04:45:07.200000,2010-01-10 06:30:07.200000,6,4702097588,3
106,107,2010-01-10 06:51:15.840000,2010-01-10 08:41:15.840000,7,6812127791,5
107,97,2010-01-10 08:57:24.480000,2010-01-10 10:41:24.480000,8,9806088487,4
108,95,2010-01-10 11:03:33.120000,2010-01-10 12:42:33.120000,9,5209131129,11
109,109,2010-01-10 13:09:41.760000,2010-01-10 15:02:41.760000,10,0012278051,6
110,105,2010-01-10 15:15:50.400000,2010-01-10 17:10:50.400000,1,9511119338,8
111,81,2010-01-10 17:21:59.040000,2010-01-10 18:55:59.040000,2,5206271046,6
112,88,2010-01-10 19:28:07.680000,2010-01-10 21:10:07.680000,3,4801234636,9
113,98,2010-01-10 21:34:16.320000,2010-01-10 23:21:16.320000,4,9403031453,11
114,109,2010-01-10 23:40:24.960000,2010-01-11 01:36:24.960000,5,4702097588,7
115,105,2010-01-11 01:46:33.600000,2010-01-11 03:37:33.600000,6,6812127791,4
116,86,2010-01-11 03:52:42.240000,2010-01-11 05:21:42.240000,7,9806088487,1
117,106,2010-01-11 05:58:50.880000,2010-01-11 08:04:50.880000,8,5209131129,10
118,99,2010-01-11 08:04:59.520000,2010-01-11 09:47:59.520000,9,0012278051,9
119,87,2010-01-11 10:11:08.160000,2010-01-11 11:38:08.160000,10,9511119338,6
120,100,2010-01-11 12:17:16.800000,2010-01-11 14:03:16.800000,1,5206271046,1
121,86,2010-01-11 14:23:25.440000,2010-01-11 15:50:25.440000,2,4801234636,3
122,82,2010-01-11 16:29:34.080000,2010-01-11 18:00:34.080000,3,9403031453,7
123,80,2010-01-11 18:35:42.720000,2010-01-11 20:15:42.720000,4,4702097588,12
124,83,2010-01-11 20:41:51.360000,2010-01-11 22:10:51.360000,5,6812127791,1
125,91,2010-01-11 22:48:00,2010-01-12 00:36:00,6,9806088487,12
126,107,2010-01-12 00:54:08.640000,2010-01-12 02:44:08.640000,7,5209131129,9
127,103,2010-01-12 03:00:17.280000,2010-01-12 04:43:17.280000,8,0012278051,7
128,100,2010-01-12 05:06:25.920000,2010-01-12 07:05:25.920000,9,9511119338,9
129,107,2010-01-12 07:12:34.560000,2010-01-12 09:07:34.560000,10,5206271046,11
130,89,2010-01-12 09:18:43.200000,2010-01-12 11:06:43.200000,1,4801234636,10
131,86,2010-01-12 11:24:51.840000,2010-01-12 13:00:51.840000,2,9403031453,5
132,92,2010-01-12 13:31:00.480000,2010-01-12 15:20:00.480000,3,4702097588,2
133,89,2010-01-12 15:37:09.120000,2010-01-12 17:11:09.120000,4,6812127791,2
134,88,2010-01-12 17:43:17.760000,2010-01-12 19:14:17.760000,5,9806088487,12
135,92,2010-01-12 19:49:26.400000,2010-01-12 21:37:26.400000,6,5209131129,7
136,91,2010-01-12 21:55:35.040000,2010-01-12 23:28:35.040000,7,0012278051,9
137,98,2010-01-13 00:01:43.680000,2010-01-13 01:54:43.680000,8,9511119338,2
138,109,2010-01-13 02:07:52.320000,2010-01-13 04:12:52.320000,9,5206271046,1
139,86,2010-01-13 04:14:00.960000,2010-01-13 05:55:00.960000,10,4801234636,10
140,98,2010-01-13 06:20:09.600000,2010-01-13 08:17:09.600000,1,9403031453,6
141,86,2010-01-13 08:26:18.240000,2010-01-13 10:04:18.240000,2,4702097588,10
142,81,2010-01-13 10:32:26.880000,2010-01-13 11:58:26.880000,3,6812127791,11
143,104,2010-01-13 12:38:35.520000,2010-01-13 14:26:35.520000,4,9806088487,1
144,80,2010-01-13 14:44:44.160000,2010-01-13 16:10:44.160000,5,5209131129,3
145,110,2010-01-13 16:50:52.800000,2010-01-13 18:40:52.800000,6,0012278051,6
146,109,2010-01-13 18:57:01.440000,2010-01-13 20:49:01.440000,7,9511119338,2
147,97,2010-01-13 21:03:10.080000,2010-01-13 22:55:10.080000,8,5206271046,2
148,108,2010-01-13 23:09:18.720000,2010-01-14 01:06:18.720000,9,4801234636,5
149,107,2010-01-14 01:15:27.360000,2010-01-14 03:13:27.360000,10,9403031453,12
150,93,2010-01-14 03:21:36,2010-01-14 05:12:36,1,4702097588,2
151,89,2010-01-14 05:27:44.640000,2010-01-14 07:16:44.640000,2,6812127791,3
152,109,2010-01-14 07:33:53.280000,2010-01-14 09:22:53.280000,3,9806088487,9
153,101,2010-01-14 09:40:01.920000,2010-01-14 11:38:01.920000,4,5209131129,11
154,84,2010-01-14 11:46:10.560000,2010-01-14 13:26:10.560000,5,0012278051,9
155,100,2010-01-14 13:52:19.200000,2010-01-14 15:41:19.200000,6,9511119338,7
156,82,2010-01-14 15:58:27.840000,2010-01-14 17:22:27.840000,7,5206271046,4
157,91,2010-01-14 18:04:36.480000,2010-01-14 19:48:36.480000,8,4801234636,11
158,86,2010-01-14 20:10:45.120000,2010-01-14 21:49:45.120000,9,9403031453,11
159,80,2010-01-14 22:16:53.760000,2010-01-14 23:37:53.760000,10,4702097588,7
160,105,2010-01-15 00:23:02.400000,2010-01-15 02:10:02.400000,1,6812127791,3
161,98,2010-01-15 02:29:11.040000,2010-01-15 04:07:11.040000,2,9806088487,7
162,89,2010-01-15 04:35:19.680000,2010-01-15 06:15:19.680000,3,5209131129,4
163,105,2010-01-15 06:41:28.320000,2010-01-15 08:45:28.320000,4,0012278051,5
164,104,2010-01-15 08:47:36.960000,2010-01-15 10:47:36.960000,5,9511119338,7
165,96,2010-01-15 10:53:45.600000,2010-01-15 12:39:45.600000,6,5206271046,2
166,96,2010-01-15 12:59:54.240000,2010-01-15 14:44:54.240000,7,4801234636,9
167,105,2010-01-15 15:06:02.880000,2010-01-15 17:04:02.880000,8,9403031453,8
168,87,2010-01-15 17:12:11.520000,2010-01-15 18:40:11.520000,9,4702097588,8
169,108,2010-01-15 19:18:20.160000,2010-01-15 21:14:20.160000,10,6812127791,7
170,91,2010-01-15 21:24:28.800000,2010-01-15 22:58:28.800000,1,9806088487,5
171,81,2010-01-15 23:30:37.440000,2010-01-16 00:52:37.440000,2,5209131129,5
172,105,2010-01-16 01:36:46.080000,2010-01-16 03:40:46.080000,3,0012278051,12
173,109,2010-01-16 03:42:54.720000,2010-01-16 05:35:54.720000,4,9511119338,3
174,92,2010-01-16 05:49:03.360000,2010-01-16 07:31:03.360000,5,5206271046,12
175,82,2010-01-16 07:55:12,2010-01-16 09:22:12,6,4801234636,10
176,99,2010-01-16 10:01:20.640000,2010-01-16 11:45:20.640000,7,9403031453,2
177,87,2010-01-16 12:07:29.280000,2010-01-16 13:50:29.280000,8,4702097588,9
178,106,2010-01-16 14:13:37.920000,2010-01-16 16:18:37.920000,9,6812127791,2
179,109,2010-01-16 16:19:46.560000,2010-01-16 18:20:46.560000,10,9806088487,10
180,100,2010-01-16 18:25:55.200000,2010-01-16 20:14:55.200000,1,5209131129,3
181,99,2010-01-16 20:32:03.840000,2010-01-16 22:20:03.840000,2,0012278051,8
182,100,2010-01-16 22:38:12.480000,2010-01-17 00:34:12.480000,3,9511119338,8
183,85,2010-01-17 00:44:21.120000,2010-01-17 02:11:21.120000,4,5206271046,5
184,107,2010-01-17 02:50:29.760000,2010-01-17 04:47:29.760000,5,4801234636,8
185,88,2010-01-17 04:56:38.400000,2010-01-17 06:36:38.400000,6,9403031453,6
186,93,2010-01-17 07:02:47.040000,2010-01-17 08:49:47.040000,7,4702097588,3
187,107,2010-01-17 09:08:55.680000,2010-01-17 10:55:55.680000,8,6812127791,6
188,87,2010-01-17 11:15:04.320000,2010-01-17 12:52:04.320000,9,9806088487,5
189,95,2010-01-17 13:21:12.960000,2010-01-17 14:56:12.960000,10,5209131129,10
190,90,2010-01-17 15:27:21.600000,2010-01-17 17:00:21.600000,1,0012278051,6
191,110,2010-01-17 17:33:30.240000,2010-01-17 19:24:30.240000,2,9511119338,2
192,86,2010-01-17 19:39:38.880000,2010-01-17 21:07:38.880000,3,5206271046,7
193,100,2010-01-17 21:45:47.520000,2010-01-17 23:44:47.520000,4,4801234636,5
194,103,2010-01-17 23:51:56.160000,2010-01-18 01:54:56.160000,5,9403031453,1
195,88,2010-01-18 01:58:04.800000,2010-01-18 03:35:04.800000,6,4702097588,7
196,108,2010-01-18 04:04:13.440000,2010-01-18 06:00:13.440000,7,6812127791,4
197,110,2010-01-18 06:10:22.080000,2010-01-18 08:01:22.080000,8,9806088487,9
198,81,2010-01-18 08:16:30.720000,2010-01-18 09:51:30.720000,9,5209131129,5
199,95,2010-01-18 10:22:39.360000,2010-01-18 12:12:39.360000,10,0012278051,2
200,86,2010-01-18 12:28:48,2010-01-18 13:55:48,1,9511119338,12
201,89,2010-01-18 14:34:56.640000,2010-01-18 16:04:56.640000,2,5206271046,9
202,81,2010-01-18 16:41:05.280000,2010-01-18 18:12:05.280000,3,4801234636,3
203,102,2010-01-18 18:47:13.920000,2010-01-18 20:43:13.920000,4,9403031453,12
204,97,2010-01-18 20:53:22.560000,2010-01-18 22:46:22.560000,5,4702097588,7
205,107,2010-01-18 22:59:31.200000,2010-01-19 01:06:31.200000,6,6812127791,3
206,86,2010-01-19 01:05:39.840000,2010-01-19 02:37:39.840000,7,9806088487,11
207,80,2010-01-19 03:11:48.480000,2010-01-19 04:47:48.480000,8,5209131129,7
208,92,2010-01-19 05:17:57.120000,2010-01-19 07:07:57.120000,9,0012278051,12
209,97,2010-01-19 07:24:05.760000,2010-01-19 09:20:05.760000,10,9511119338,5
210,98,2010-01-19 09:30:14.400000,2010-01-19 11:16:14.400000,1,5206271046,9
211,88,2010-01-19 11:36:23.040000,2010-01-19 13:20:23.040000,2,4801234636,3
212,98,2010-01-19 13:42:31.680000,2010-01-19 15:29:31.680000,3,9403031453,4
213,101,2010-01-19 15:48:40.320000,2010-01-19 17:45:40.320000,4,4702097588,3
214,99,2010-01-19 17:54:48.960000,2010-01-19 19:48:48.960000,5,6812127791,3
215,105,2010-01-19 20:00:57.600000,2010-01-19 22:00:57.600000,6,9806088487,6
216,88,2010-01-19 22:07:06.240000,2010-01-19 23:45:06.240000,7,5209131129,12
217,85,2010-01-20 00:13:14.880000,2010-01-20 01:55:14.880000,8,0012278051,8
218,84,2010-01-20 02:19:23.520000,2010-01-20 03:52:23.520000,9,9511119338,1
219,96,2010-01-20 04:25:32.160000,2010-01-20 06:17:32.160000,10,5206271046,3
220,84,2010-01-20 06:31:40.800000,2010-01-20 08:00:40.800000,1,4801234636,5
221,85,2010-01-20 08:37:49.440000,2010-01-20 10:12:49.440000,2,9403031453,10
222,98,2010-01-20 10:43:58.080000,2010-01-20 12:40:58.080000,3,4702097588,2
223,91,2010-01-20 12:50:06.720000,2010-01-20 14:26:06.720000,4,6812127791,4
224,80,2010-01-20 14:56:15.360000,2010-01-20 16:20:15.360000,5,9806088487,9
225,87,2010-01-20 17:02:24,2010-01-20 18:44:24,6,5209131129,10
226,97,2010-01-20 19:08:32.640000,2010-01-20 20:51:32.640000,7,0012278051,1
227,103,2010-01-20 21:14:41.280000,2010-01-20 23:08:41.280000,8,9511119338,6
228,87,2010-01-20 23:20:49.920000,2010-01-21 01:01:49.920000,9,5206271046,10
229,101,2010-01-21 01:26:58.560000,2010-01-21 03:10:58.560000,10,4801234636,9
230,88,2010-01-21 03:33:07.200000,2010-01-21 05:01:07.200000,1,9403031453,5
231,103,2010-01-21 05:39:15.840000,2010-01-21 07:24:15.840000,2,4702097588,6
232,110,2010-01-21 07:45:24.480000,2010-01-21 09:43:24.480000,3,6812127791,11
233,92,2010-01-21 09:51:33.120000,2010-01-21 11:35:33.120000,4,9806088487,10
234,81,2010-01-21 11:57:41.760000,2010-01-21 13:38:41.760000,5,5209131129,8
235,104,2010-01-21 14:03:50.400000,2010-01-21 15:59:50.400000,6,0012278051,4
236,109,2010-01-21 16:09:59.040000,2010-01-21 18:12:59.040000,7,9511119338,4
237,95,2010-01-21 18:16:07.680000,2010-01-21 20:09:07.680000,8,5206271046,5
238,108,2010-01-21 20:22:16.320000,2010-01-21 22:28:16.320000,9,4801234636,11
239,90,2010-01-21 22:28:24.960000,2010-01-22 00:10:24.960000,10,9403031453,3
240,105,2010-01-22 00:34:33.600000,2010-01-22 02:21:33.600000,1,4702097588,12
241,96,2010-01-22 02:40:42.240000,2010-01-22 04:24:42.240000,2,6812127791,12
242,81,2010-01-22 04:46:50.880000,2010-01-22 06:18:50.880000,3,9806088487,2
243,82,2010-01-22 06:52:59.520000,2010-01-22 08:20:59.520000,4,5209131129,11
244,83,2010-01-22 08:59:08.160000,2010-01-22 10:38:08.160000,5,0012278051,7
245,94,2010-01-22 11:05:16.800000,2010-01-22 12:50:16.800000,6,9511119338,11
246,98,2010-01-22 13:11:25.440000,2010-01-22 15:02:25.440000,7,5206271046,12
247,82,2010-01-22 15:17:34.080000,2010-01-22 16:45:34.080000,8,4801234636,5
248,106,2010-01-22 17:23:42.720000,2010-01-22 19:28:42.720000,9,9403031453,7
249,96,2010-01-22 19:29:51.360000,2010-01-22 21:18:51.360000,10,4702097588,4
250,80,2010-01-22 21:36:00,2010-01-22 22:59:00,1,6812127791,8
251,110,2010-01-22 23:42:08.640000,2010-01-23 01:45:08.640000,2,9806088487,8
252,94,2010-01-23 01:48:17.280000,2010-01-23 03:36:17.280000,3,5209131129,6
253,82,2010-01-23 03:54:25.920000,2010-01-23 05:31:25.920000,4,0012278051,7
254,98,2010-01-23 06:00:34.560000,2010-01-23 07:48:34.560000,5,9511119338,10
255,91,2010-01-23 08:06:43.200000,2010-01-23 09:55:43.200000,6,5206271046,11
256,93,2010-01-23 10:12:51.840000,2010-01-23 11:45:51.840000,7,4801234636,2
257,94,2010-01-23 12:19:00.480000,2010-01-23 13:53:00.480000,8,9403031453,11
258,106,2010-01-23 14:25:09.120000,2010-01-23 16:27:09.120000,9,4702097588,9
259,102,2010-01-23 16:31:17.760000,2010-01-23 18:15:17.760000,10,6812127791,7
260,110,2010-01-23 18:37:26.400000,2010-01-23 20:36:26.400000,1,9806088487,1
261,104,2010-01-23 20:43:35.040000,2010-01-23 22:28:35.040000,2,5209131129,6
262,81,2010-01-23 22:49:43.680000,2010-01-24 00:12:43.680000,3,0012278051,9
263,96,2010-01-24 00:55:52.320000,2010-01-24 02:35:52.320000,4,9511119338,10
264,104,2010-01-24 03:02:00.960000,2010-01-24 05:04:00.960000,5,5206271046,6
265,104,2010-01-24 05:08:09.600000,2010-01-24 06:56:09.600000,6,4801234636,4
266,98,2010-01-24 07:14:18.240000,2010-01-24 09:06:18.240000,7,9403031453,1
267,109,2010-01-24 09:20:26.880000,2010-01-24 11:09:26.880000,8,4702097588,12
268,97,2010-01-24 11:26:35.520000,2010-01-24 13:22:35.520000,9,6812127791,8
269,99,2010-01-24 13:32:44.160000,2010-01-24 15:11:44.160000,10,9806088487,2
270,90,2010-01-24 15:38:52.800000,2010-01-24 17:23:52.800000,1,5209131129,6
271,109,2010-01-24 17:45:01.440000,2010-01-24 19:38:01.440000,2,0012278051,5
272,88,2010-01-24 19:51:10.080000,2010-01-24 21:34:10.080000,3,9511119338,9
273,87,2010-01-24 21:57:18.720000,2010-01-24 23:43:18.720000,4,5206271046,6
274,89,2010-01-25 00:03:27.360000,2010-01-25 01:34:27.360000,5,4801234636,11
275,84,2010-01-25 02:09:36,2010-01-25 03:48:36,6,9403031453,8
276,80,2010-01-25 04:15:44.640000,2010-01-25 05:49:44.640000,7,4702097588,1
277,97,2010-01-25 06:21:53.280000,2010-01-25 08:06:53.280000,8,6812127791,1
278,106,2010-01-25 08:28:01.920000,2010-01-25 10:28:01.920000,9,9806088487,10
279,91,2010-01-25 10:34:10.560000,2010-01-25 12:06:10.560000,10,5209131129,6
280,103,2010-01-25 12:40:19.200000,2010-01-25 14:43:19.200000,1,0012278051,10
281,110,2010-01-25 14:46:27.840000,2010-01-25 16:42:27.840000,2,9511119338,9
282,86,2010-01-25 16:52:36.480000,2010-01-25 18:33:36.480000,3,5206271046,5
283,96,2010-01-25 18:58:45.120000,2010-01-25 20:42:45.120000,4,4801234636,5
284,110,2010-01-25 21:04:53.760000,2010-01-25 22:57:53.760000,5,9403031453,11
285,109,2010-01-25 23:11:02.400000,2010-01-26 01:07:02.400000,6,4702097588,7
286,86,2010-01-26 01:17:11.040000,2010-01-26 02:49:11.040000,7,6812127791,6
287,95,2010-01-26 03:23:19.680000,2010-01-26 05:00:19.680000,8,9806088487,12
288,107,2010-01-26 05:29:28.320000,2010-01-26 07:36:28.320000,9,5209131129,11
289,87,2010-01-26 07:35:36.960000,2010-01-26 09:17:36.960000,10,0012278051,2
290,102,2010-01-26 09:41:45.600000,2010-01-26 11:36:45.600000,1,9511119338,10
291,92,2010-01-26 11:47:54.240000,2010-01-26 13:32:54.240000,2,5206271046,2
292,81,2010-01-26 13:54:02.880000,2010-01-26 15:28:02.880000,3,4801234636,9
293,80,2010-01-26 16:00:11.520000,2010-01-26 17:24:11.520000,4,9403031453,12
294,92,2010-01-26 18:06:20.160000,2010-01-26 19:45:20.160000,5,4702097588,12
295,88,2010-01-26 20:12:28.800000,2010-01-26 22:00:28.800000,6,6812127791,1
296,93,2010-01-26 22:18:37.440000,2010-01-27 00:10:37.440000,7,9806088487,9
297,105,2010-01-27 00:24:46.080000,2010-01-27 02:09:46.080000,8,5209131129,10
298,87,2010-01-27 02:30:54.720000,2010-01-27 04:08:54.720000,9,0012278051,11
299,91,2010-01-27 04:37:03.360000,2010-01-27 06:25:03.360000,10,9511119338,11
300,90,2010-01-27 06:43:12,2010-01-27 08:33:12,1,5206271046,5
301,105,2010-01-27 08:49:20.640000,2010-01-27 10:43:20.640000,2,4801234636,2
302,83,2010-01-27 10:55:29.280000,2010-01-27 12:22:29.280000,3,9403031453,1
303,108,2010-01-27 13:01:37.920000,2010-01-27 14:56:37.920000,4,4702097588,7
304,96,2010-01-27 15:07:46.560000,2010-01-27 16:46:46.560000,5,6812127791,3
305,93,2010-01-27 17:13:55.200000,2010-01-27 18:51:55.200000,6,9806088487,6
306,88,2010-01-27 19:20:03.840000,2010-01-27 21:01:03.840000,7,5209131129,8
307,94,2010-01-27 21:26:12.480000,2010-01-27 23:14:12.480000,8,0012278051,12
308,92,2010-01-27 23:32:21.120000,2010-01-28 01:13:21.120000,9,9511119338,11
309,87,2010-01-28 01:38:29.760000,2010-01-28 03:18:29.760000,10,5206271046,5
310,84,2010-01-28 03:44:38.400000,2010-01-28 05:15:38.400000,1,4801234636,8
311,104,2010-01-28 05:50:47.040000,2010-01-28 07:47:47.040000,2,9403031453,4
